ID;Word;Lemma;POS;Extra;Features;HeadPosition;Relation;_;Else
555;призываем;призывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#243.462#243.946
556;никого;никто;PRON;_;Case=Gen;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#243.946#244.43
557;ничего;ничто;PRON;_;Case=Gen;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#244.43#244.914
558;такого;такой;DET;_;Case=Gen|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#244.914#245.398
559;делать;делать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#245.398#245.882
560;и;и;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#245.882#246.366
561;такая;такой;DET;_;Case=Nom|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#246.366#246.85
562;реакция;реакция;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#246.85#247.334
563;у;у;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#247.334#247.818
564;людей;человек;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#247.818#248.302
565;такая;такой;DET;_;Case=Nom|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#248.302#248.786
566;поддержка;поддержка;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#248.786#249.281
567;ааа;ааа;INTJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#249.937#250.277
568;ну;ну;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#250.277#250.617
569;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#250.617#250.957
570;политическая;политический;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#250.957#251.297
571;сатира;сатира;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#251.297#251.637
572;же;же;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#251.637#251.977
573;как;как;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#251.977#252.317
574;бы;бы;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#252.317#252.657
575;и;и;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#252.657#252.997
576;видео;видео;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#252.997#253.337
577;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#253.337#253.677
578;текст;текст;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#253.677#254.017
579;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#254.017#254.357
580;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#254.357#254.697
581;опять;опять;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#254.697#255.037
582;повторюсь;повториться;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#255.037#255.377
583;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#255.377#255.717
584;ничего;ничто;PRON;_;Case=Gen;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#255.717#256.057
585;нового;новый;ADJ;_;Case=Gen|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#256.057#256.397
586;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#256.397#256.737
587;сказано;сказать;VERB;_;Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#256.737#257.077
588;просто;просто;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#257.077#257.417
589;сказано;сказать;VERB;_;Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#257.417#257.757
590;все;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#257.757#258.097
591;то;то;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#258.097#258.437
592;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#258.437#258.777
593;все;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#258.777#259.117
594;и;и;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#259.117#259.457
595;так;так;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#259.457#259.797
596;знают;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#259.797#260.137
597;но;но;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#260.137#260.477
598;вслух;вслух;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#260.477#260.817
599;почему-то;почему-то;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#260.817#261.157
600;боятся;бояться;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#261.157#261.497
601;говорить;говорить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#261.497#261.843
602;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#262.031#262.368
603;вот;вот;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#262.368#262.705
604;оно;оно;PRON;_;Case=Nom|Gender=Neut|Number=Sing|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#262.705#263.042
605;как;как;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#263.042#263.379
606;бы;бы;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#263.379#263.716
607;в;в;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#263.716#264.053
608;воздухе;воздух;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#264.053#264.39
609;оказалось;оказаться;VERB;_;Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#264.39#264.727
610;и;и;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#264.727#265.064
611;все;весь;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#265.064#265.401
612;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#265.401#265.738
613;подхватили;подхватить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#265.738#266.075
614;и;и;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#266.075#266.412
615;эээ;эээ;INTJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#266.412#266.75
616;это;этот;DET;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#266.75#267.294
617;поколение;поколение;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#267.294#267.838
618;наше;наш;DET;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#267.838#268.382
619;которое;который;PRON;_;Case=Acc;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#268.382#268.926
620;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#268.926#269.47
621;смотрит;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#269.47#270.014
622;телек;телек;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#270.014#270.562
623;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#271.125#271.498
624;проглатывает;проглатывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#271.498#271.871
625;так;так;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#271.871#272.244
626;охотно;охотно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#272.244#272.617
627;пропаганду;пропаганда;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#272.617#272.99
628;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#272.99#273.363
629;оно;оно;PRON;_;Case=Nom|Gender=Neut|Number=Sing|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#273.363#273.736
630;через;через;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#273.736#274.109
631;несколько;несколько;NUM;_;Animacy=Inan|Case=Acc;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#274.109#274.482
632;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#274.482#274.855
633;пойдет;пойти;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#274.855#275.228
634;на;на;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#275.228#275.601
635;выборы;выборы;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#275.601#275.974
636;будет;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#275.974#276.347
637;решать;решать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#276.347#276.72
638;что;что;PRON;_;Case=Acc;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#276.72#277.093
639;делать;делать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#277.093#277.466
640;со;с;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#277.466#277.839
641;страной;страна;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#277.839#278.212
642;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#278.212#278.585
643;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#278.585#278.958
644;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#278.958#279.331
645;же;же;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#279.331#279.704
646;сила;сила;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#279.704#280.077
647;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#280.077#280.45
648;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#280.45#280.823
649;неуправляема;неуправляемый;ADJ;_;Degree=Pos|Gender=Fem|Number=Sing|Variant=Short;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#280.823#281.196
650;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#281.196#281.569
651;видимо;видимо;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#281.569#281.942
652;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#281.942#282.315
653;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#282.315#282.688
654;просто;просто;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#282.688#283.061
655;бесит;бесить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#283.061#283.434
656;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#283.434#283.807
657;настораживает;настораживать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#283.807#284.18
658;пугает;пугать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#284.18#284.553
659;власть;власть;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#284.553#284.926
660;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#284.926#285.299
661;с;с;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#285.299#285.672
662;этим;это;PRON;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#285.672#286.045
663;делать;делать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#286.045#286.418
664;как;как;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#286.418#286.791
665;с;с;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#286.791#287.164
666;этим;это;PRON;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#287.164#287.537
667;быть;быть;AUX;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#287.537#287.91
668;как;как;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#287.91#288.283
669;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#288.283#288.656
670;пофиксить;фиксить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#288.656#289.029
671;исправить;исправить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#289.029#289.437
672;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#290.281#290.619
673;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#290.619#290.957
674;вот;вот;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#290.957#291.295
675;такие;такой;DET;_;Case=Nom|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#291.295#291.633
676;вот;вот;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#291.633#291.971
677;придумывают;придумывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#291.971#292.309
678;варианты;вариант;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#292.309#292.647
679;решения;решение;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#292.647#292.985
680;проблемы;проблема;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#292.985#293.323
681;как;как;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#293.323#293.661
682;им;они;PRON;_;Case=Dat|Number=Plur|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#293.661#293.999
683;кажется;казаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#293.999#294.343
684;Да;да;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#304.781#305.118
685;да;да;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#305.118#305.455
686;да;да;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#305.455#305.792
687;действительно;действительно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#305.792#306.129
688;спасибо;спасибо;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#306.129#306.466
689;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#306.466#306.803
690;спасибо;спасибо;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#306.803#307.14
691;фсб;фсб;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#307.14#307.477
692;за;за;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#307.477#307.814
693;пиар;пиар;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#307.814#308.151
694;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#308.151#308.488
695;постоянно;постоянно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#308.488#308.825
696;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#308.825#309.162
697;повторяем;повторять;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#309.162#309.499
698;везде;везде;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#309.499#309.836
699;потому;потому;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#309.836#310.173
700;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#310.173#310.51
701;действительно;действительно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#310.51#310.847
702;у;у;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#310.847#311.184
703;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#311.184#311.521
704;прибавилась;прибавиться;VERB;_;Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#311.521#311.858
705;аудитория;аудитория;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#311.858#312.195
706;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#312.195#312.532
707;да;да;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#312.532#312.869
708;и;и;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#312.869#313.206
709;в;в;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#313.206#313.543
710;принципе;принцип;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#313.543#313.88
711;даже;даже;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#313.88#314.217
712;те;тот;DET;_;Case=Nom|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#314.217#314.554
713;люди;человек;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#314.554#314.891
714;которые;который;PRON;_;Case=Acc;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#314.891#315.228
715;смотрят;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#315.228#315.565
716;клип;клип;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#315.565#315.902
717;слушают;слушать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#315.902#316.239
718;трек;трек;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#316.239#316.576
719;или;или;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#316.576#316.913
720;другую;другой;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#316.913#317.25
721;нашу;наш;DET;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#317.25#317.587
722;музыку;музыка;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#317.587#317.924
723;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#317.924#318.261
724;им;они;PRON;_;Case=Dat|Number=Plur|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#318.261#318.598
725;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#318.598#318.935
726;нравится;нравиться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#318.935#319.272
727;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#319.272#319.609
728;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#319.609#319.946
729;все;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#319.946#320.283
730;равно;равный;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#320.283#320.62
731;все;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#320.62#320.957
732;сходятся;сходиться;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#320.957#321.294
733;на;на;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#321.294#321.631
734;той;тот;DET;_;Case=Loc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#321.631#321.968
735;мысли;мысль;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#321.968#322.305
736;то;то;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#322.305#322.642
737;что;что;PRON;_;Case=Nom;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#322.642#322.979
738;ну;ну;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#322.979#323.316
739;это;это;DET;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#323.316#323.653
740;безумие;безумие;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#323.653#323.99
